KPI,Formula,Description,Counters,CountersDescription,Access Type,System Area,Node Type,Measure,Measure Type,GSM Access Type,LTE Access Type,NR Access Type,WCDMA Access Type,Complexity,Custom Where Clause Condition,Custom Keys,SQL Operator,Mapping Columns,Category
SGW-C Modify Bearer Attempt Failure Ratio per QCI during SGW-C relocation for separate S8-C,100*((DC_E_PCC_SGW_BEARER_MGMT_QCI_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_init-DC_E_PCC_SGW_BEARER_MGMT_QCI_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_success)/DC_E_PCC_SGW_BEARER_MGMT_QCI_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_init),,"DC_E_PCC_SGW_BEARER_MGMT_QCI_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_init,DC_E_PCC_SGW_BEARER_MGMT_QCI_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_success",,,Core,PCC,SGW-C Modify Bearer Attempt Failure Ratio per QCI during SGW-C relocation for separate S8-C,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
SGW-C Modify Bearer Attempt Failure Ratio per QCI during SGW-C relocation for combined S5/S8-C,100*((DC_E_PCC_SGW_BEARER_MGMT_QCI_S5_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_init-DC_E_PCC_SGW_BEARER_MGMT_QCI_S5_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_success)/DC_E_PCC_SGW_BEARER_MGMT_QCI_S5_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_init),,"DC_E_PCC_SGW_BEARER_MGMT_QCI_S5_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_init,DC_E_PCC_SGW_BEARER_MGMT_QCI_S5_S8_RAW.sm_sgw_reloc_modify_bearer_attempt_success",,,Core,PCC,SGW-C Modify Bearer Attempt Failure Ratio per QCI during SGW-C relocation for combined S5/S8-C,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
Sxa Association Setup Failure Ratio per SGW-U,100*((DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.setup_req_sent-DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.setup_resp_acc_rcvd)/DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.setup_req_sent),,"DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.setup_req_sent,DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.setup_resp_acc_rcvd",,,Core,PCC,Sxa Association Setup Failure Ratio per SGW-U,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
Sxa Association Release Failure Ratio per SGW-U,100*((DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.release_req_sent-DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.release_resp_acc_rcvd)/DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.release_req_sent),,"DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.release_req_sent,DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.release_resp_acc_rcvd",,,Core,PCC,Sxa Association Release Failure Ratio per SGW-U,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
Sxa Association Update Failure Ratio per SGW-U,100*((DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.update_req_sent-DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.update_resp_acc_rcvd)/DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.update_req_sent),,"DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.update_req_sent,DC_E_PCC_SGW_NODE_MANAGEMENT_SXA_UPF_RAW.update_resp_acc_rcvd",,,Core,PCC,Sxa Association Update Failure Ratio per SGW-U,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
Sxa Session Establishment Failure Ratio per SGW-U,100*((DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.establishment_request_sent-DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.establishment_accepted_received)/DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.establishment_request_sent),,"DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.establishment_request_sent,DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.establishment_accepted_received",,,Core,PCC,Sxa Session Establishment Failure Ratio per SGW-U,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
Sxa Session Modification Failure Ratio per SGW-U,100*((DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.modification_request_sent-DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.modification_accepted_received)/DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.modification_request_sent),,"DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.modification_request_sent,DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.modification_accepted_received",,,Core,PCC,Sxa Session Modification Failure Ratio per SGW-U,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
Sxa Session Deletion Failure Ratio per SGW-U,100*((DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.deletion_request_sent-DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.deletion_accepted_received)/DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.deletion_request_sent),,"DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.deletion_request_sent,DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.deletion_accepted_received",,,Core,PCC,Sxa Session Deletion Failure Ratio per SGW-U,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
Sxa Session Report Failure Ratio per SGW-U,100*((DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.report_request_received-DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.report_accepted_sent)/DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.report_request_received),,"DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.report_request_received,DC_E_PCC_SGW_SESSION_MANAGEMENT_SXA_UPF_RAW.report_accepted_sent",,,Core,PCC,Sxa Session Report Failure Ratio per SGW-U,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
Total Associations,DC_E_PCG_UP_ASSOCIATION_RAW.associations,,DC_E_PCG_UP_ASSOCIATION_RAW.associations,,,Core,PCG,Total Associations,KPI,,,,,Simple,,"MOID, NE_NAME, OSS_ID,ROWSTATUS, DC_TIMEZONE",,,
DL Packet Loss in gNodeB-CU-UP-NSA,(DC_E_VPP_S1ULINK_V_RAW.pmPdcpPktRecDlDisc5qi-DC_E_VPP_S1ULINK_V_RAW.pmPdcpPktRecDlDiscAqm5qi)/DC_E_VPP_S1ULINK_V_RAW.pmPdcpPktRecDl5qi,,"DC_E_VPP_S1ULINK_V_RAW.pmPdcpPktRecDlDisc5qi,DC_E_VPP_S1ULINK_V_RAW.pmPdcpPktRecDlDiscAqm5qi,DC_E_VPP_S1ULINK_V_RAW.pmPdcpPktRecDl5qi",,,Radio,NR,DL Packet Loss in gNodeB-CU-UP-NSA,KPI,,,,,Simple,,"MOID,NR_NAME,ROWSTATUS,OSS_ID,DC_TIMEZONE",,,
DL Packet Loss in gNodeB-CU-UP-SA,(DC_E_VPP_EP_NGU_V_RAW.pmPdcpPktRecDlDisc5qi-DC_E_VPP_EP_NGU_V_RAW.pmPdcpPktRecDlDiscAqm5qi)/DC_E_VPP_EP_NGU_V_RAW.pmPdcpPktRecDl5qi,,"DC_E_VPP_EP_NGU_V_RAW.pmPdcpPktRecDlDisc5qi,DC_E_VPP_EP_NGU_V_RAW.pmPdcpPktRecDlDiscAqm5qi,DC_E_VPP_EP_NGU_V_RAW.pmPdcpPktRecDl5qi",,,Radio,NR,DL Packet Loss in gNodeB-CU-UP-SA,KPI,,,,,Simple,,"MOID,NR_NAME,ROWSTATUS,OSS_ID,DC_TIMEZONE",,,
PGW-C Create Dedicated Bearer Failure Ratio per APN,100*((DC_E_GGSN_APN_DELTA.pgwApnAttemptedDedicatedEpsBearerActivation-DC_E_GGSN_APN_DELTA.pgwApnCompletedDedicatedEpsBearerActivation)/DC_E_GGSN_APN_DELTA.pgwApnAttemptedDedicatedEpsBearerActivation),,"DC_E_GGSN_APN_DELTA.pgwApnAttemptedDedicatedEpsBearerActivation,DC_E_GGSN_APN_DELTA.pgwApnCompletedDedicatedEpsBearerActivation",,,Core,EPG,PGW-C Create Dedicated Bearer Failure Ratio per APN,KPI,,,,,Simple,,"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
PGW-C GTP-Based S2b Create Dedicated Bearer Failure Ratio per APN,100*((DC_E_GGSN_APN_DELTA.pgwApnAttemptedS2bDedicatedEpsBearerActivation-DC_E_GGSN_APN_DELTA.pgwApnCompletedS2bDedicatedEpsBearerActivation)/DC_E_GGSN_APN_DELTA.pgwApnAttemptedS2bDedicatedEpsBearerActivation),,"DC_E_GGSN_APN_DELTA.pgwApnAttemptedS2bDedicatedEpsBearerActivation,DC_E_GGSN_APN_DELTA.pgwApnCompletedS2bDedicatedEpsBearerActivation",,,Core,EPG,PGW-C GTP-Based S2b Create Dedicated Bearer Failure Ratio per APN,KPI,,,,,Simple,,"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
PGW-C Gx View of IMS Registration Failure Ratio,100*(DC_E_GGSN_GX_DELTA.ccr_initial_failed/DC_E_GGSN_GX_DELTA.ccr_initial_sent),,"DC_E_GGSN_GX_DELTA.ccr_initial_failed,DC_E_GGSN_GX_DELTA.ccr_initial_sent",,,Core,EPG,PGW-C Gx View of IMS Registration Failure Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
PGW-C PMIPv6-Based S2a IRAT Trusted Non-3GPP to E-UTRAN PDN Connection Handover Failure Ratio,100*((DC_E_GGSN_GGSN_DELTA.attemptedHoIratFromCdmaToEutran-DC_E_GGSN_GGSN_DELTA.completedHoIratFromCdmaToEutran)/DC_E_GGSN_GGSN_DELTA.attemptedHoIratFromCdmaToEutran),,"DC_E_GGSN_GGSN_DELTA.attemptedHoIratFromCdmaToEutran,DC_E_GGSN_GGSN_DELTA.completedHoIratFromCdmaToEutran",,,Core,EPG,PGW-C PMIPv6-Based S2a IRAT Trusted Non-3GPP to E-UTRAN PDN Connection Handover Failure Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
PGW-C Update Dedicated Bearer Failure Ratio,100*((DC_E_GGSN_APN_DELTA.pgwApnAttemptedS5NetworkDedicatedEpsBearerModification-DC_E_GGSN_APN_DELTA.pgwApnCompletedS5NetworkDedicatedEpsBearerModification)/DC_E_GGSN_APN_DELTA.pgwApnAttemptedS5NetworkDedicatedEpsBearerModification),,"DC_E_GGSN_APN_DELTA.pgwApnAttemptedS5NetworkDedicatedEpsBearerModification,DC_E_GGSN_APN_DELTA.pgwApnCompletedS5NetworkDedicatedEpsBearerModification",,,Core,EPG,PGW-C Update Dedicated Bearer Failure Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
PGW-C Modify Bearer Failure Ratio,100*((DC_E_GGSN_GGSN_DELTA.pgwAttemptedEpsBearerModification-DC_E_GGSN_GGSN_DELTA.pgwCompletedEpsBearerModification)/DC_E_GGSN_GGSN_DELTA.pgwAttemptedEpsBearerModification),,"DC_E_GGSN_GGSN_DELTA.pgwAttemptedEpsBearerModification,DC_E_GGSN_GGSN_DELTA.pgwCompletedEpsBearerModification",,,Core,EPG,PGW-C Modify Bearer Failure Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S8-C Create Dedicated Bearer Failure Ratio,100*((DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerReqRcvd-DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerRespAccSent)/DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerReqRcvd),,"DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerReqRcvd,DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerRespAccSent",,,Core,EPG,SGW S8-C Create Dedicated Bearer Failure Ratio,KPI,,,,,Medium,MOID LIKE '%sgw-gtp-tunnel-mgmt-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S5/S8-C Create Dedicated Bearer Failure Ratio,100*((DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerReqRcvd-DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerRespAccSent)/DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerReqRcvd),,"DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerReqRcvd,DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smCreateBearerRespAccSent",,,Core,EPG,SGW S5/S8-C Create Dedicated Bearer Failure Ratio,KPI,,,,,Medium,MOID LIKE '%sgw-gtp-tunnel-mgmt-s5-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S8-C Update Dedicated Bearer Failure Ratio,100*((DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerReqRcvd-DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerRespAccSent)/DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerReqRcvd),,"DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerReqRcvd,DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerRespAccSent",,,Core,EPG,SGW S8-C Update Dedicated Bearer Failure Ratio,KPI,,,,,Medium,MOID LIKE '%sgw-gtp-tunnel-mgmt-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S5/S8-C Update Dedicated Bearer Failure Ratio,100*((DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerReqRcvd-DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerRespAccSent)/DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerReqRcvd),,"DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerReqRcvd,DC_E_GGSN_SGW_GTPTUNNELMGMT_DELTA.smUpdateBearerRespAccSent",,,Core,EPG,SGW S5/S8-C Update Dedicated Bearer Failure Ratio,KPI,,,,,Medium,MOID LIKE '%sgw-gtp-tunnel-mgmt-s5-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
S4-C/S11-C Create Session Failure Ratio,100*((DC_E_GGSN_SGW_GTPTUNNELMGMTS4S11_DELTA.smCreateSessionReqRcvd-DC_E_GGSN_SGW_GTPTUNNELMGMTS4S11_DELTA.smCreateSessionRespAccSent)/DC_E_GGSN_SGW_GTPTUNNELMGMTS4S11_DELTA.smCreateSessionReqRcvd),,"DC_E_GGSN_SGW_GTPTUNNELMGMTS4S11_DELTA.smCreateSessionReqRcvd,DC_E_GGSN_SGW_GTPTUNNELMGMTS4S11_DELTA.smCreateSessionRespAccSent",,,Core,EPG,S4-C/S11-C Create Session Failure Ratio,KPI,,,,,Simple,,"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S8-C Create Dedicated Bearer Request Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequest-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequestFulfilled)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequest),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequest,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequestFulfilled",,,Core,EPG,SGW S8-C Create Dedicated Bearer Request Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S5/S8-C Create Dedicated Bearer Request Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequest-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequestFulfilled)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequest),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequest,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDedicatedBearerRequestFulfilled",,,Core,EPG,SGW S5/S8-C Create Dedicated Bearer Request Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s5-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S8-C Create Default Bearer Attempt Success Ratio per QCI,100*(DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDefaultBearerAttemptSuccess/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDefaultBearerAttemptInit),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDefaultBearerAttemptSuccess,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDefaultBearerAttemptInit",,,Core,EPG,SGW S8-C Create Default Bearer Attempt Success Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S5/S8-C Create Default Bearer Attempt Success Ratio per QCI,100*(DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDefaultBearerAttemptSuccess/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDefaultBearerAttemptInit),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDefaultBearerAttemptSuccess,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smCreateDefaultBearerAttemptInit",,,Core,EPG,SGW S5/S8-C Create Default Bearer Attempt Success Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s5-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S8-C Update Bearer Request Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequest-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequestFulfilled)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequest),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequest,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequestFulfilled",,,Core,EPG,SGW S8-C Update Bearer Request Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s8%',"MOID ,OSS_ID,G GSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S5/S8-C Update Bearer Request Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequest-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequestFulfilled)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequest),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequest,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smUpdateBearerRequestFulfilled",,,Core,EPG,SGW S5/S8-C Update Bearer Request Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s5-s8%',"MOID ,OSS_ID,G GSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S8-C Delete Bearer Command Attempt Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptInit-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptSuccess)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptInit),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptInit,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptSuccess",,,Core,EPG,SGW S8-C Delete Bearer Command Attempt Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S5/S8-C Delete Bearer Command Attempt Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptInit-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptSuccess)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptInit),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptInit,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerCmdAttemptSuccess",,,Core,EPG,SGW S5/S8-C Delete Bearer Command Attempt Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s5-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S8-C Delete Session Attempt Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptInit-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptSuccess)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptInit),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptInit,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptSuccess",,,Core,EPG,SGW S8-C Delete Session Attempt Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S5/S8-C Delete Session Attempt Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptInit-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptSuccess)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptInit),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptInit,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerDelsessionAttemptSuccess",,,Core,EPG,SGW S5/S8-C Delete Session Attempt Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s5-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S8-C Delete Bearer Request Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequest-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequestFulfilled)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequest),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequest,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequestFulfilled",,,Core,EPG,SGW S8-C Delete Bearer Request Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S5/S8-C Delete Bearer Request Failure Ratio per QCI,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequest-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequestFulfilled)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequest),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequest,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smDeleteBearerRequestFulfilled",,,Core,EPG,SGW S5/S8-C Delete Bearer Request Failure Ratio per QCI,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s5-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S5-C Modify Bearer Attempt Failure Ratio per QCI during SGW-C relocation,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptInit-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptSuccess)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptInit),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptInit,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptSuccess",,,Core,EPG,SGW S5-C Modify Bearer Attempt Failure Ratio per QCI during SGW-C relocation,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s5%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
SGW S8-C Modify Bearer Attempt Failure Ratio per QCI during SGW-C relocation,100*((DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptInit-DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptSuccess)/DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptInit),,"DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptInit,DC_E_GGSN_SGW_BEARERMGMTQCI_DELTA.smModifyBearerAttemptSuccess",,,Core,EPG,SGW S8-C Modify Bearer Attempt Failure Ratio per QCI during SGW-C relocation,KPI,,,,,Medium,MOID LIKE '%sgw-bearer-mgmt-qci-s8%',"MOID ,OSS_ID,GGSN,ROWSTATUS,SN,DC_TIMEZONE",,,
